Name	Location
SCN5A	3p22.2
ARHGAP15	2q22.2-q22.3
UPF3A	13q34
EIF2B4	2p23.3
CEBPG	19q13.11
ATCAY	19p13.3
SLC25A44	1q22
MIR181A2	9q33.3
MRPL36	5p15.33
NDFIP1	5q31.3
TOM1	22q12.3
TRIM41	5q35.3
CYP3A5	7q22.1
ALDH6A1	14q24.3
FAM98C	19q13.2
C7orf13	7q36.3
BCL7C	16p11.2
MCRS1	12q13.12
PEX11B	1q21.1
SF3B2	11q13.1
CAV3	3p25.3
PRR13	12q13.13
SDHAF2	11q12.2
FOXM1	12p13.33
PSMD5	9q33.2
MIR3649	12p13.33
RCOR1	14q32.31-q32.32
MIR888	Xq27.3
NT5C3L	17q21.2
NXT1	20p11.21
PTGIS	20q13.13
OR1K1	9q33.2
RPS7	2p25.3
TMEM79	1q22
OR10H5	19p13.12
MIR4420	1p35.2
SIPA1L1	14q24.2
LOC100335030	12q13.12
ARHGAP4	Xq28
KCNMB1	5q35.1
THSD1	13q14.3
VTRNA1-1	5q31.3
IFNAR1	21q22.11
MLST8	16p13.3
XKR5	8p23.1
FAM205B	9p13.3
GPR179	17q12
PAK3	Xq23
OSBPL9	1p32.3
NODAL	10q22.1
PPP1R14D	15q15.1
HCFC1R1	16p13.3
FGF8	10q24.32
NCLN	19p13.3
ATIC	2q35
MPP5	14q23.3
ATP5L	
NEK11	3q22.1
CCDC154	16p13.3
LDOC1L	22q13.31
DHX35	20q11.23-q12
GOLGA2	9q34.11
OR2J2	6p22.1
MIR5007	13q21.1
LRRC10	12q15
BATF2	11q13.1
KRT33B	17q21.2
RPS26P11	Xq13.1
SNORD23	19q13.33
GLYAT	11q12.1
CXXC5	5q31.2
MAFA	8q24.3
CLRN1	3q25.1
SNORD115-40	15q11.2
CYP27B1	12q14.1
CMIP	16q23.2-q23.3
MRPL23	11p15.5
TMEM182	2q12.1
PIP5K1C	19p13.3
KIR2DL3	19q13.42
USP17L6P	4p16.1
SNORD114-2	14q32.31
KIAA0100	17q11.2
9-Mar	5q31.1
S100P	4p16.1
RAB8A	19p13.11
MANBA	4q24
POTEH	22q11.1
NLN	5q12.3
USP49	6p21.1
URB1	21q22.11
FKRP	19q13.32
PGBD2	1q44
LCORL	4p15.31
DLGAP1-AS1	18p11.31
RAB20	13q34
C5orf49	5p15.31
GABARAPL3	15q26.1
GPSM1	9q34.3
ANP32C	4q32.3
MPP4	2q33.1
GAL3ST2	2q37.3
THOC2	Xq25
HTR3E	3q27.1
WWC3	Xp22.2
ZBTB9	6p21.32
FAM134C	17q21.2
NEUROG3	10q22.1
MIR622	13q31.3
C20orf26	20p11.23
LINC00669	18q12.2-q12.3
FAM25A	10q23.2
SLC6A8	Xq28
TMBIM4	12q14.3
UBE3D	6q14.1
MIR1911	Xq23
SLX1B-SULT1A4	16p11.2
DDX4	5q11.2
UBTFL1	11q14.3
CCDC25	8p21.1
HOXC11	12q13.13
C7orf23	7q21.12
ANKRD32	5q15
ZNF17	19q13.43
SEMA4D	9q22.2
LYRM7	5q23.3-q31.1
KIAA1984-AS1	9q34.3
NPPC	2q37.1
MAP3K8	10p11.23
RHBDL2	1p34.3
DPH3P1	20q13.33
PSMD11	17q11.2
TMPRSS7	3q13.2
MAN2C1	15q24.2
LY6D	8q24.3
NUDT16L1	16p13.3
PRUNE	
ANGPTL6	19p13.2
YIPF5	5q31.3
MIR4470	8q12.3
BAZ2B	2q24.2
PCDHB3	5q31.3
RGS21	1q31.2
RPL23	17q12
LGALS7B	19q13.2
MYOD1	11p15.1
CT47A10	Xq24
GDF1	19p13.11
HMGN5	Xq21.1
NCAPD2	12p13.31
GPR15	3q11.2
VSIG8	1q23.2
PSMD3	17q21.1
IGSF22	11p15.1
LOC100506895	7p13
PRR9	1q21.3
KDSR	18q21.33
LOC100506548	
SPATA24	5q31.2
C3orf78	3p21.1
KIAA0232	4p16.1
RUNX1T1	8q21.3
MIR876	9p21.1
USB1	16q21
DGUOK	2p13.1
OXER1	2p21
TXNRD3NB	3q21.3
PCDHA7	5q31.3
ABCD4	14q24.3
LRRC69	8q21.3
TAGLN2	1q23.2
LINC00158	21q21.2
GRM6	5q35.3
PFN4	2p23.3
ZNF23	16q22.2
ACIN1	14q11.2
GOT1L1	8p11.23
SLC2A6	9q34.2
DNM1P35	15q24.2
6-Sep	
NBPF6	1p13.3
CHD4	12p13.31
PDE3A	12p12.2
TMCO1	1q24.1
NEXN	1p31.1
KDR	4q12
LOC645949	2p24.1
HIF3A	19q13.32
IL37	2q14.1
LOC100506451	12p12.1
PEA15	1q23.2
AHNAK2	14q32.33
SSRP1	11q12.1
CSF3R	1p34.3
SMC4	3q25.33
LOC441242	7q11.21
LGALS8-AS1	1q43
LOC100287238	4p16.1
SNORA62	3p22.1
USP31	16p12.2
PYGL	14q22.1
SNORD24	9q34.2
MIR4514	15q25.1
OIP5-AS1	15q15.1
RETNLB	3q13.13
FUK	16q22.1
ALDH1A2	15q21.3
SPATA12	3p14.3
NGEF	2q37.1
BRSK2	11p15.5
EEF1D	8q24.3
MECOM	3q26.2
CABIN1	22q11.23
OR8H3	11q12.1
MIR105-2	Xq28
PPP1R9A	7q21.3
MIR548AC	1p13.1
PARP6	15q23
TNNI2	11p15.5
SERTAD2	2p14
IFNK	9p21.2
TAAR8	6q23.2
LITAF	16p13.13
CATSPER4	1p36.11
FAM129A	1q25.3
LOC727924	15q11.2
MIR4317	18p11.31
SH3RF2	5q32
GATSL2	7q11.23
PREB	2p23.3
MFAP3	5q33.2
IP6K3	6p21.31
THEM6	8q24.3
RPL23AP53	8p23.3
SIAH2	3q25.1
CITED2	6q24.1
ATP8B1	18q21.31
LOC646938	15q25.1
REP15	12p11.22
PSME1	14q12
LRP10	14q11.2
LOC286189	8q13.2
OR6C1	12q13.2
C14orf101	14q22.3
OR4C13	11p11.12
MANBAL	20q11.23
HCN1	5p12
C12orf42	12q23.2-q23.3
AKTIP	16q12.2
LOC100192426	18p11.23
NSDHL	Xq28
PISD	22q12.2
TRNAU1AP	1p35.3
DUSP27	
PCDHB17	5q31.3
LOC100507651	8q12.1
EID1	15q21.1
SPANXN4	Xq27.3
TSTD2	9q22.33
VOPP1	7p11.2
UBE2L6	11q12.1
KRTAP23-1	21q22.11
MIR4653	7q22.1
USP38	4q31.21
INA	10q24.33
DEFB112	6p12.3
FAM90A1	12p13.31
CFHR5	1q31.3
RHOJ	14q23.2
SYDE1	19p13.12
ANK3	10q21.2
CLUL1	18p11.32
NAGLU	17q21.2
ZFP36	19q13.2
FER	5q21.3
CDK20	9q22.1
ATP8A1	4p13
JUND	19p13.11
NAV1	1q32.1
PMPCB	7q22.1
ZNF57	19p13.3
LOC340073	5q31.1
C8orf47	8q22.2
ANAPC2	9q34.3
AGBL2	11p11.2
RAB1B	11q13.2
MMP25	16p13.3
FBXO33	14q21.1
OC90	8q24.22
FOLH1	11p11.12
MAGEB4	Xp21.2
DUSP11	2p13.1
SOCS2	12q22
REEP6	19p13.3
PROP1	5q35.3
TMEM191A	22q11.21
PLEKHA7	11p15.2-p15.1
KRTAP27-1	21q22.11
LOC283174	
LCE1C	1q21.3
CT47A2	Xq24
LIN52	14q24.3
SLC38A4	12q13.11
RBCK1	20p13
MAGEA11	Xq28
DUSP7	3p21.2
C11orf94	11p11.2
SSTR4	20p11.21
PDIK1L	1p36.11
PCDHGC3	5q31.3
KRTAP10-10	21q22.3
C9orf117	9q34.11
RGS22	8q22.2
ZSCAN20	1p35.1
MIR3908	12q24.31
TAP1	6p21.32
IFNGR1	6q23.3
PMF1	1q22
PLCL2	3p24.3
SLC6A7	5q32
LOC100507331	10q22.2
ZNF665	19q13.42
LINC00641	14q11.2
FKBP5	6p21.31
PLAC4	21q22.2
LOC100630918	2p11.2
MIR3199-2	22q12.1
MIR122	18q21.31
MIR4263	2p23.2
FER1L6	8q24.13
WDR59	16q23.1
PTTG1IP	21q22.3
OR2S2	9p13.3
TOB2P1	6p22.1
BMX	Xp22.2
ZNF184	6p22.1
GTPBP2	6p21.1
CDKL2	4q21.1
PTPLA	10p12.33
ABHD11	7q11.23
HYALP1	7q31.32
CG030	13q13.1
DLGAP5	14q22.3
HOXA3	7p15.2
FLVCR1	1q32.3
RAD51AP2	2p24.2
FAM90A7P	8p23.1
RAC1	7p22.1
CCNT2	2q21.3
LCE1F	1q21.3
CD200	3q13.2
SFXN4	10q26.11
RNF38	9p13.2
ZNF461	19q13.12
MC2R	18p11.21
HN1	9q34.3
MIR219-1	6p21.32
KCTD6	3p14.3
CD3E	11q23.3
FRG2B	10q26.3
WASH2P	2q14.1
UPK1B	3q13.32
CNR2	1p36.11
SNORA5B	7p13
KCNJ11	11p15.1
LOC100287144	4p16.1
NUDT21	16q13
NBPF16	1q21.1
ATAT1	6p21.33
OR2L3	1q44
SLC10A6	4q21.3
ZNRF4	19p13.3
POLH	6p21.1
GLT6D1	9q34.3
LOC729609	Xp22.12
TM7SF2	11q13.1
SNORA81	3q27.3
INSM1	20p11.23
OLAH	10p13
PITPNM2	12q24.31
GINS1	20p11.21
NTS	12q21.31
FLJ33534	2p25.1
TBC1D3P5	17q11.2
OR10G7	11q24.2
CA5BP1	Xp22.2
FLG2	1q21.3
MIR519D	19q13.42
ZAR1L	13q13.1
THBS3	1q22
CLEC4M	19p13.2
G6PD	Xq28
SNORA11	Xp11.21
SCYL1	11q13.1
LOC100130987	11q13.2
CDC23	5q31.2
CWC22	2q31.3
CALY	10q26.3
MRP63	13q12.11
LOC100287513	4p16.1
RBM28	7q32.1
FAM123B	Xq11.2
CXCL12	10q11.21
DCTN2	12q13.3
ZBTB1	14q23.3
PLA2G5	1p36.13
RRBP1	20p12.1
IQCE	7p22.3
ATXN1L	16q22.2
XPOT	12q14.2
HP	16q22.2
MRPS35	12p11.22
MBTPS2	Xp22.12
KIAA1456	8p22
ZMYND8	20q13.12
GDF9	5q31.1
BFSP2	3q22.1
OVOL2	20p11.23
CTAGE9	6q23.2
SPINK2	4q12
ZNF484	9q22.31
NEURL	10q24.33
ZNF639	3q26.33
ZDHHC3	3p21.31
ACTR8	3p21.1
RABL2A	2q14.1
ZNF805	19q13.43
RPL37	5p13.1
TNFRSF8	1p36.22
ENTPD3-AS1	3p22.1
ARL17B	17q21.31
THNSL2	2p11.2
MIR4689	1p36.31
NRP1	10p11.22
C19orf81	19q13.33
FAM27L	17p11.2
GPR55	2q37.1
MYL3	3p21.31
CDC42BPB	14q32.32
LOC284632	1p36.11
ANAPC15	11q13.4
BRE-AS1	2p23.2
SERPINB2	18q21.33-q22.1
OR51Q1	11p15.4
NCOA7	6q22.31-q22.32
TRMT61A	14q32.33
PDE4DIP	1q21.2
C21orf128	21q22.3
C20orf197	20q13.33
GPM6A	4q34.2
MCAM	11q23.3
LINC00028	20q11.21
TAS2R60	7q35
KLF13	15q13.3
FAM65B	6p22.3
VNN3	6q23.2
FBXO17	19q13.2
LOC646268	1q23.1
CSMD3	8q23.3
ALDH4A1	1p36.13
CD22	19q13.12
FAM81A	15q22.2
GNAS	20q13.32
NECAB2	16q23.3
LIPJ	10q23.31
ZC4H2	Xq11.2
TRIM74	7q11.23
FLJ30838	2p16.1
LILRB2	19q13.42
TMTC2	12q21.31
GABRB3	15q12
CTDNEP1	17p13.1
SDHA	5p15.33
OR6K2	1q23.1
DMTF1	7q21.12
NCR3LG1	11p15.1
TSEN34	19q13.42
MFSD12	19p13.3
ZDHHC1	16q22.1
ACAD11	3q22.1
CYP19A1	15q21.2
IGFL1	19q13.32
ARHGAP27	17q21.31
PLA2G4F	15q15.1
TCTA	3p21.31
NFYC	1p34.2
CD2BP2	16p11.2
C14orf177	14q32.2
SLC36A4	11q21
VSTM1	19q13.42
GLIPR1L1	12q21.2
CPNE4	3q22.1
TFE3	Xp11.23
OR2AG2	11p15.4
TBPL1	6q23.2
ZNF407	18q22.3
PSMD4	1q21.3
LOC100506082	11p15.4
PURA	5q31.3
KCNA2	1p13.3
TXNRD3	3q21.3
FABP4	8q21.13
HSPB9	17q21.2
KCTD21	11q14.1
POLR2H	3q27.1
WDR70	5p13.2
AMOTL1	11q21
FAM123C	2q21.1
LOC100128054	10q23.33
SNHG11	20q11.23
PLCL1	2q33.1
MIR3607	5q14.3
CCL17	16q21
MIR3655	5q31.3
SEPHS1	10p13
AFTPH	2p14
FAM82B	8q21.3
LOC100294362	17q25.3
ZNF438	10p11.23
GPSM2	1p13.3
ZNF510	9q22.33
WFDC2	20q13.12
MFF	2q36.3
SNORA14A	7q11.23
ADH4	4q23
RASGRP3	2p22.3
CDC45	22q11.21
THNSL1	10p12.1
KCNA4	11p14.1
TIGD1	2q37.1
SFTPC	8p21.3
LYZL6	17q12
VN1R4	19q13.42
MIR4745	19p13.3
ART5	11p15.4
DOK5	20q13.2
CHGB	20p12.3
GLOD5	Xp11.23
ZNF204P	6p22.1
SNORD58C	18q21.1
CEP110	16p12.3
JUN	1p32.1
FAM74A3	9q21.11
PRAC	17q21.32
TTLL9	20q11.21
SNORA31	13q14.13
RPH3A	12q24.13
SMC6	2p24.2
LRRC38	1p36.21
DST	6p12.1
MIR103A2	20p13
MAP3K2	2q14.3
SEPHS2	16p11.2
OSTN	3q28
CSNK2A2	16q21
TMEM179B	11q12.3
CCDC68	18q21.2
GPR89C	1q21.2
GJD3	17q21.2
ATPIF1	1p35.3
RAVER2	1p31.3
ARHGAP24	4q21.23-q21.3
GP6	19q13.42
ADPGK	15q24.1
KRIT1	7q21.2
SPANXN5	Xp11.22
FOXK1	7p22.1
NDUFB11	Xp11.3
NIF3L1	2q33.1
RBMX	Xq26.3
GPHN	14q23.3-q24.1
ADH7	4q23
A2M-AS1	12p13.31
CD7	17q25.3
LOC100506688	5p15.33
PDZRN3	3p13
TARDBP	1p36.22
MIR4305	13q14.11
NLRP11	19q13.42-q13.43
MRE11A	
EGLN1	1q42.2
PTPN14	1q32.3-q41
MIR3155B	10p15.1
CDK11B	1p36.33
VPS18	15q15.1
LOC100506599	9q34.3
SHANK2	11q13.3-q13.4
RELN	7q22.1
KLHDC8A	1q32.1
TOMM34	20q13.12
ITGAD	16p11.2
WDR53	3q29
MOB1B	4q13.3
TMEM8C	9q34.2
MIR93	7q22.1
GABARAP	17p13.1
TBC1D15	12q21.1
KCNK7	11q13.1
IRF9	14q12
UNC93A	6q27
GRIN2C	17q25.1
USP25	21q21.1
MIR3167	11q24.2
OR7E5P	11q12.1
PSMC5	17q23.3
PARK2	6q26
TBC1D3B	17q12
GTF2H2	5q13.2
LINC00574	6q27
SPRYD4	12q13.3
DNAJC2	7q22.1
ESPNL	2q37.3
LOC339666	22q12.3
APOA1BP	1q22
RPS6KA4	11q13.1
ASB15	7q31.32
PRSS50	3p21.31
NFKBID	19q13.12
YWHAZ	8q22.3
KCNT2	1q31.3
DOK1	2p13.1
OR51B4	11p15.4
OR4D1	17q22
SCARNA1	1p35.3
LOC284276	18q23
MYBL1	8q13.1
VWA5B1	1p36.12
NDUFS8	11q13.2
HIPK1	1p13.2
DCUN1D1	3q26.33
KIF21A	12q12
OXA1L	14q11.2
CALCRL	2q32.1
TNKS	8p23.1
KDM6A	Xp11.3
MIR658	22q13.1
FBLN1	22q13.31
LOC439950	10p14
ZNF674-AS1	Xp11.3
HNRNPM	19p13.2
C6orf141	6p12.3
DCAF8L2	Xp21.3
FZD8	10p11.21
ACRV1	11q24.2
SESN1	6q21
LOC90834	
PTP4A3	8q24.3
HOXD4	2q31.1
SNX11	17q21.32
MLXIPL	7q11.23
PACRG	6q26
NUSAP1	15q15.1
ACN9	7q21.3
MIR759	13q14.3
RBP2	3q23
PATL2	15q21.1
ZRANB2	1p31.1
RTP2	3q27.3
FUOM	10q26.3
GDF10	10q11.22
POLK	5q13.3
TXNDC11	16p13.13
CXorf36	Xp11.3
LOC100527964	1q25.2
NCEH1	3q26.31
RRAGD	6q15
MIR3120	1q24.3
ENSA	1q21.3
RSC1A1	1p36.21
ZNF576	19q13.31
OTUD1	10p12.2
FAM166A	9q34.3
CYYR1	21q21.3
MSTO1	1q22
OR2AK2	1q44
TICRR	15q26.1
SNORD111	16q22.1
UBXN4	2q21.3
OR10S1	11q24.1
CASKIN1	16p13.3
PRNP	20p13
MIR4517	16p11.2
TULP4	6q25.3
DEFB1	8p23.1
FGFRL1	4p16.3
LOC100505806	5p15.31
OBFC1	10q24.33
TTC23	15q26.3
TMCO2	1p34.2
PCSK5	9q21.13
FAM126A	7p15.3
HIST1H2AL	6p22.1
ZMAT1	Xq22.1
MIR3147	7p11.2
LOC100289341	9q34.3
KIAA1210	Xq24
SUGP2	19p13.11
SYVN1	11q13.1
SCARNA27	6p24.3
ZCCHC14	16q24.2
PWRN2	15q11.2
SEC14L4	22q12.2
STEAP3	2q14.2
TMPRSS13	11q23.3
CWF19L2	11q22.3
MIR3591	18q21.31
OR2C3	1q44
GUCA1A	6p21.1
MS4A13	11q12.2
MIR1275	6p21.31
ALPPL2	2q37.1
MIR3141	5q33.2
HAX1	1q21.3
TGOLN2	2p11.2
C4orf46	4q32.1
SSBP4	19p13.11
KRTAP5-1	11p15.5
EP400	12q24.33
CRABP2	1q23.1
TLL2	10q24.1
MLL2	12q13.12
CHURC1-FNTB	14q23.3
TAF5L	1q42.13
TTL	2q14.1
PPIAL4E	1q21.1
ACTR3B	7q36.1-q36.2
C20orf112	20q11.21
ACAD10	12q24.12
CCDC28A	6q24.1
CMPK2	2p25.2
MBD2	18q21.2
KGFLP1	9q13
TMEM190	19q13.42
FAM163A	1q25.2
GOLPH3	5p13.3
NPPA	1p36.22
EHD4	15q15.1
ISM1	20p12.1
C16orf74	16q24.1
CEACAM6	19q13.2
GPNMB	7p15.3
MIR520D	19q13.42
LOC100289019	9q34.11
ZNF439	19p13.2
DHX33	17p13.2
PML	15q24.1
MAP2K7	19p13.2
PRAP1	10q26.3
NDUFAF1	15q15.1
TCL6	14q32.13
GRM1	6q24.3
TEX36	10q26.13
COL7A1	3p21.31
PRR24	19q13.32
ATXN1	6p22.3
TIE1	1p34.2
GABPA	21q21.3
MIR181B2	9q33.3
OR2A14	7q35
FDX1L	19p13.2
MTMR8	Xq11.2
SRC	20q11.23
CCDC102A	16q21
GAB2	11q14.1
MRPS16	10q22.2
PIEZO2	18p11.22-p11.21
ZSCAN16	6p22.1
CNPY2	12q13.3
LINC00521	14q32.12
LOC100507634	1p32.3
CCDC28B	1p35.2
SNORD4A	17q11.2
TAS2R46	12p13.2
SNAR-E	19q13.32
FAS-AS1	10q23.31
ART3	4q21.1; 4p15.1-p14
LOC100507299	9q21.12
TPI1P2	7q32.1
SNORD22	11q12.3
TTF1	9q34.13
TRAM1L1	4q26
UFC1	1q23.3
CYTH3	7p22.1
HEATR8	1p32.3
LOC442028	2q11.1
ENY2	8q23.1
MIR585	5q35.1
FAM134A	2q35
SNORD56	20p13
SNORD73A	4q31.3
CLDN18	3q22.3
KLHDC3	6p21.1
ZNF512B	20q13.33
TNFAIP8L3	15q21.2
FAM127A	Xq26.3
ITGA11	15q23
ZFYVE19	15q15.1
NCAN	19p13.11
KRTAP6-1	21q22.11
C3orf79	3q25.2
CBFB	16q22.1
NRG1-IT3	8p12
ZNF71	19q13.43
IQCJ	3q25.32
APLN	Xq26.1
SCXB	8q24.3
LOC440563	1p36.21
PQLC3	2p25.1
SNORD115-47	15q11.2
ASPN	9q22.31
MIR4289	9q22.1
KRTAP22-1	21q22.11
ZBTB5	9p13.2
TNFRSF12A	16p13.3
CHEK2	22q12.1
LOC100506321	14q23.3
BANF1	11q13.1
LOC100216546	7q22.3
MPP1	Xq28
LOC729987	1p21.3
MKRN3	15q11.2
PLAC1	Xq26.3
TRPM4	19q13.33
WIF1	12q14.3
CTNNBL1	20q11.23
C3orf27	3q21.3
SPTBN1	2p16.2
SH3BGRL3	1p36.11
SEMA4G	10q24.31
LRP4	11p11.2
COL5A1	9q34.3
RNF126	19p13.3
CBL	11q23.3
CAPSL	5p13.2
CCDC23	1p34.2
CISD1	10q21.1
SOX12	20p13
ASTN2	9q33.1
NAT16	7q22.1
C15orf44	15q22.31
ZNF395	8p21.1
DCDC5	
RPS6KA1	1p36.11
SPP1	4q22.1
DZANK1-AS1	20p11.23
HOXA10-HOXA9	7p15.2
VPS37D	7q11.23
FABP7	6q22.31
CDRT15L2	17p11.2
TMEM150C	4q21.22
SLC25A3P1	1p32.3
LOC100287879	3p14.1
SCG5	15q13.3
LOC145474	14q24.2
GPR137C	14q22.1
OR4D5	11q24.1
SHKBP1	19q13.2
CHRND	2q37.1
RFPL4A	19q13.42
TAAR3	6q23.2
CCDC101	16p11.2
OR4D11	11q12.1
QPCTL	19q13.32
ZFY	Yp11.2
SRMS	20q13.33
MIR183	7q32.2
PDE6C	10q23.33
ZNF133	20p11.23
LOC149373	1q42.2
AP3M2	8p11.21
NUBP1	16p13.13
SLC4A8	12q13.13
LINGO1	15q24.3
HCG27	6p21.33
TAS2R31	12p13.2
MIR518A2	19q13.42
EMCN	4q24
RRAGA	9p22.1
TMEM144	4q32.1
FLJ46284	8q22.1
DMRT3	9p24.3
KIF5C	2q23.1-q23.2
MIR548AJ2	Xp11.4
APC2	19p13.3
HS3ST3B1	17p12
SLC15A3	11q12.2
TRIM66	11p15.4
G3BP1	5q33.1
MNF1	6p21.31
ITPRIP	10q25.1
SLC22A9	11q12.3
HCP5	6p21.33
AGRP	16q22.1
DIP2A-IT1	21q22.3
MYL12B	18p11.31
SPINK8	3p21.31
F12	5q35.3
COX7B	Xq21.1
PRMT2	21q22.3
FAM124A	13q14.3
SFRP1	8p11.21
SYT3	19q13.33
FLT1	13q12.3
TSSK4	14q12
PTPRM	18p11.23
LOC440040	11p11.12
CD3D	11q23.3
DCAF16	4p15.31
MUTYH	1p34.1
GPR132	14q32.33
S100A2	1q21.3
PCDHGB2	5q31.3
CGN	1q21.3
AVEN	15q14
ADCY6	12q13.12
PSMA7	20q13.33
KRTAP4-5	17q21.2
CSPG4	15q24.2
GOLGA3	12q24.33
ALG1L2	3q22.1
KCNH6	17q23.3
FLJ27354	1p22.2
CLRN1-AS1	3q25.1
ZFYVE9	1p32.3
RPS6KC1	1q32.3
ADRA2C	4p16.3
KCND2	7q31.31
ASPRV1	2p13.3
FCHO2	5q13.2
LCA5L	21q22.2
S100PBP	1p35.1
LOC401321	7p14.3
EPHB1	3q22.2
LOC100131635	3q27.3
OR56A5	11p15.4
RAB5A	3p24.3
ACSS1	20p11.21
PECAM1	17q23.3
IFT172	2p23.3
NPW	16p13.3
SNCB	5q35.2
SNORA34	12q13.11
BAG2	6p12.1
DCUN1D5	11q22.3
FBXO16	8p21.1
OPA1-AS1	3q29
TNRC18	7p22.1
FAM45A	10q26.11
SEMA3C	7q21.11
NKAIN4	20q13.33
BEND5	1p33
ATP9B	18q23
NPSR1	7p14.3
ALS2CL	3p21.31
FAM105A	5p15.2
SPAM1	7q31.32
PDE6A	5q32
PRRT2	16p11.2
ERMN	2q24.1
ISLR2	15q24.1
NGB	14q24.3
SNORD10	17p13.1
TUBB	6p21.33
MSLN	16p13.3
ARHGEF5	7q35
UBAP2L	1q21.3
ADH6	4q23
C16orf70	16q22.1
ZNF606	19q13.43
ABCB11	2q31.1
ENO4	10q25.3
MIR152	17q21.32
PROL1	4q13.3
SWT1	1q25.3
POLR3B	12q23.3
CCL11	17q12
APOBEC3D	22q13.1
KRTAP5-9	11q13.4
FAM179B	14q21.2
C11orf16	11p15.4
EEF2	19p13.3
FGB	4q31.3
CSTB	21q22.3
TAS2R41	7q35
MIR4271	3p21.31
LOC339803	2p15
TEC	4p12-p11
HAMP	19q13.12
OR2L5	1q44
VAX1	10q25.3
PIM2	Xp11.23
CHRNE	17p13.2
HEBP1	12p13.1
SNORD121B	9p13.3
DPYSL3	5q32
FAM184B	4p15.32-p15.31
PLEKHG5	1p36.31
MIR518D	19q13.42
CDS2	20p12.3
FLJ39534	3p21.31
PMEL	12q13.2
MIR4429	2p25.1
UQCR10	22q12.2
LRP12	8q22.3
MIR1296	10q21.3
MIR5187	1q23.3
POU4F1	13q31.1
AKR1E2	10p15.1
C15orf43	15q21.1
DEAF1	11p15.5
MRPL42	12q22
BTBD18	11q12.1
DHX37	12q24.31
IFT46	11q23.3
SNORA4	3q27.3
PINK1	1p36.12
MIR3529	15q26.1
LINC00460	13q33.2
TET3	2p13.1
ASIC2	17q11.2-q12
SLC9A7	Xp11.3; Xp11.3
BIK	22q13.2
TRIM37	17q22
LOC100287846	8q11.1
COL18A1	21q22.3
TCHP	12q24.11
ABCA3	16p13.3
TADA2A	17q12
MIR136	14q32.2
HPCAL1	2p25.1
LRP4-AS1	11p11.2
OR4F13P	15q26.3
FAM118A	22q13.31
KBTBD13	15q22.31
DENR	12q24.31
TIGD3	11q13.1
HMGA2	12q14.3
C11orf49	11p11.2
RAET1K	6q25.1
FAM136A	2p13.3
SLC44A4	6p21.33
LOC283194	11q12.1
UPK1A-AS1	19q13.12
DCAF12L1	Xq25
SRD5A1P1	Xq27.1
CARM1	19p13.2
FAM149A	4q35.1
SCARNA15	15q25.2
ARHGEF15	17p13.1
DERL2	17p13.2
LAMA5	20q13.33
LMX1B	9q33.3
CDC37L1	9p24.1
ARV1	1q42.2
OR7E37P	13q14.11
ENOX2	Xq26.1
LOC100144603	22q13.33
GABARAPL1	12p13.2
LOC284023	17p13.1
WISP2	20q13.12
MIR4717	16p13.3
ANAPC5	12q24.31
MEX3C	18q21.2
GAGE2B	Xp11.23
SRPK3	Xq28
CDC37	19p13.2
GBE1	3p12.2
NDRG4	16q21
TNFSF10	3q26.31
ZFAND6	15q25.1
UBA6	4q13.2
RECQL	12p12.1
ZFP90	16q22.1
YLPM1	14q24.3
RAB27B	18q21.2
LRRC47	1p36.32
RASSF4	10q11.21
SGSM2	17p13.3
SYNGR1	22q13.1
C16orf11	16p13.3
IKZF5	10q26.13
IFNA13	9p21.3
TGFBR3	1p22.1
MAP3K13	3q27.2
TCF21	6q23.2
LOC146513	16q24.1
SLC43A1	11q12.1
MBD6	12q13.3
SLC25A10	17q25.3
ZNF679	7q11.21
ADAMTS10	19p13.2
MEF2BNB	19p13.11
NCMAP	1p36.11
TPD52L2	20q13.33
ENGASE	17q25.3
COQ7	16p12.3
ST13P4	13q14.2
MIR193B	16p13.12
SNORD36A	9q34.2
SHC4	15q21.1
MRI1	19p13.13
OVGP1	1p13.2
NAPG	18p11.22
MIR3650	5p13.1
KRT34	17q21.2
ANKRD54	22q13.1
HDAC3	5q31.3
ASB6	9q34.11
PLEKHF1	19q12
GP9	3q21.3
PIF1	15q22.31
TNFRSF1B	1p36.22
OR4E2	14q11.2
FOXD4	9p24.3
ARSI	5q32
SLIT2	4p15.31
HSP90AB1	6p21.1
MOS	8q12.1
FAM110C	2p25.3
SLC39A10	2q32.3
HPR	16q22.2
SLMO1	18p11.21
CCDC93	2q14.1
MIR548AA2	17q24.2
EMR2	19p13.12
SCNN1G	16p12.2
CHMP7	8p21.3
MIR431	14q32.2
PRB3	12p13.2
KRTAP13-4	21q22.11
KRT74	12q13.13
GSC2	22q11.21
MIR3151	8q22.3
MIR4497	12q24.11
SPR	2p13.2
CIRBP-AS1	19p13.3
SMPDL3B	1p35.3
ZNF10	12q24.33
GUSBP10	7p11.2
PRM2	16p13.13
SEPT5-GP1BB	22q11.21
PRPF8	17p13.3
MCFD2	2p21
WDR34	9q34.11
LOC401134	4q13.1
LOC90499	2q11.1
USP22	17p11.2
NRP2	2q33.3
FHL1	Xq26.3
TRIM39-RPP21	6p22.1
GPR111	6p12.3
CELA2A	1p36.21
GSDMA	17q21.1
FOXA3	19q13.32
TP53INP2	20q11.22
CAPN5	11q13.5
NBN	8q21.3
C17orf61	17p13.1
CCDC73	11p13
FAM102B	1p13.3
